Trip ID,Membership Type,Bicycle ID,Checkout Date,Checkout Time,Checkout Kiosk ID,Checkout Kiosk,Return Kiosk ID,Return Kiosk,Trip Duration Minutes,Month,Year
16506968,Local365,68,12/13/2017,15:12:46,2497,Capitol Station / Congress & 11th,3635,13th & San Antonio,4,,
16506985,Local365+Guest Pass,558,12/13/2017,15:15:13,2552,3rd & West,2566,Pfluger Bridge @ W 2nd Street,1,,
16506986,Walk Up,910,12/13/2017,15:15:19,2566,Pfluger Bridge @ W 2nd Street,2549,Long Center @ South 1st & Riverside,8,,
16506990,Walk Up,789,12/13/2017,15:15:57,2566,Pfluger Bridge @ W 2nd Street,2549,Long Center @ South 1st & Riverside,8,,
16507021,Local365+Guest Pass,116,12/13/2017,15:23:22,3619,6th & Congress,3660,Medina & East 6th,8,,
16507027,Local30,746,12/13/2017,15:25:01,3390,Brazos & 6th,2822,East 6th at Robert Martinez,15,,
16507032,Walk Up,3201,12/13/2017,15:26:46,2540,17th & Guadalupe,3619,6th & Congress,10,,
16507049,Local30,109,12/13/2017,15:30:33,2565,Trinity & 6th Street,3292,East 4th & Chicon,10,,
16507090,Walk Up,106,12/13/2017,15:41:25,2561,State Capitol Visitors Garage @ San Jacinto & 12th,2563,Davis at Rainey Street,13,,
16507092,Walk Up,220,12/13/2017,15:42:10,2561,State Capitol Visitors Garage @ San Jacinto & 12th,2563,Davis at Rainey Street,12,,
16507100,Walk Up,661,12/13/2017,15:43:55,2572,Barton Springs Pool,3377,MoPac Pedestrian Bridge @ Veterans Drive,53,,
16507104,Walk Up,895,12/13/2017,15:44:48,2572,Barton Springs Pool,3377,MoPac Pedestrian Bridge @ Veterans Drive,52,,
16507106,Walk Up,343,12/13/2017,15:45:30,2572,Barton Springs Pool,3377,MoPac Pedestrian Bridge @ Veterans Drive,51,,
16507107,Local365+Guest Pass,1000,12/13/2017,15:46:51,2707,Rainey St @ Cummings,2501,5th & Bowie,59,,
16507109,Walk Up,4399,12/13/2017,15:47:08,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,90,,
16507112,Walk Up,3201,12/13/2017,15:47:24,3619,6th & Congress,3687,Boardwalk West,47,,
16507115,Walk Up,3212,12/13/2017,15:48:21,3619,6th & Congress,3687,Boardwalk West,46,,
16507140,Walk Up,877,12/13/2017,15:54:12,2707,Rainey St @ Cummings,3377,MoPac Pedestrian Bridge @ Veterans Drive,28,,
16507147,Walk Up,220,12/13/2017,15:54:55,2563,Davis at Rainey Street,2707,Rainey St @ Cummings,63,,
16507153,Walk Up,106,12/13/2017,15:56:03,2563,Davis at Rainey Street,2707,Rainey St @ Cummings,61,,
16507180,Local365,142,12/13/2017,16:04:57,2502,Barton Springs & Riverside,2498,Convention Center / 4th St. @ MetroRail,10,,
16507184,Local365,555,12/13/2017,16:06:35,3619,6th & Congress,2501,5th & Bowie,39,,
16507232,Local365,465,12/13/2017,16:16:51,2495,4th & Congress,2503,South Congress & James,9,,
16507261,Walk Up,430,12/13/2017,16:23:15,3377,MoPac Pedestrian Bridge @ Veterans Drive,3377,MoPac Pedestrian Bridge @ Veterans Drive,0,,
16507268,Walk Up,513,12/13/2017,16:24:56,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,41,,
16507271,Walk Up,430,12/13/2017,16:25:17,3377,MoPac Pedestrian Bridge @ Veterans Drive,3377,MoPac Pedestrian Bridge @ Veterans Drive,2,,
16507273,Local365,640,12/13/2017,16:25:32,2494,2nd & Congress,2503,South Congress & James,10,,
16507275,Walk Up,897,12/13/2017,16:26:16,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,39,,
16507289,Walk Up,951,12/13/2017,16:29:15,2711,Barton Springs @ Kinney Ave,2711,Barton Springs @ Kinney Ave,36,,
16507294,Walk Up,877,12/13/2017,16:29:44,3377,MoPac Pedestrian Bridge @ Veterans Drive,2570,South Congress & Academy,25,,
16507296,Local365,829,12/13/2017,16:29:57,2495,4th & Congress,1007,Lavaca & 6th,3,,
16507318,Local365,922,12/13/2017,16:32:36,2552,3rd & West,2498,Convention Center / 4th St. @ MetroRail,9,,
16507322,Local30,208,12/13/2017,16:33:25,2496,8th & Congress,2498,Convention Center / 4th St. @ MetroRail,6,,
16507354,Walk Up,860,12/13/2017,16:40:39,3687,Boardwalk West,2537,West & 6th St.,24,,
16507356,Local365,115,12/13/2017,16:41:05,2822,East 6th at Robert Martinez,2542,Plaza Saltillo,4,,
16507358,Walk Up,919,12/13/2017,16:41:18,3687,Boardwalk West,2537,West & 6th St.,23,,
16507361,Local365,984,12/13/2017,16:42:14,2566,Pfluger Bridge @ W 2nd Street,2566,Pfluger Bridge @ W 2nd Street,1,,
16507363,Walk Up,661,12/13/2017,16:42:23,3377,MoPac Pedestrian Bridge @ Veterans Drive,2537,West & 6th St.,17,,
16507365,Walk Up,343,12/13/2017,16:43:00,3377,MoPac Pedestrian Bridge @ Veterans Drive,2537,West & 6th St.,16,,
16507373,Walk Up,895,12/13/2017,16:43:59,3377,MoPac Pedestrian Bridge @ Veterans Drive,2537,West & 6th St.,16,,
16507374,Local365,301,12/13/2017,16:44:06,2566,Pfluger Bridge @ W 2nd Street,3621,Nueces & 3rd,3,,
16507378,Local365,442,12/13/2017,16:45:08,2569,East 11th St. & San Marcos,2499,City Hall / Lavaca & 2nd,11,,
16507386,Local365,874,12/13/2017,16:46:21,2552,3rd & West,2504,South Congress & Elizabeth,15,,
16507395,Local365,86,12/13/2017,16:48:57,2707,Rainey St @ Cummings,2501,5th & Bowie,15,,
16507403,Local365,282,12/13/2017,16:50:02,3619,6th & Congress,2822,East 6th at Robert Martinez,10,,
16507406,Local30,2459,12/13/2017,16:50:41,2707,Rainey St @ Cummings,2501,5th & Bowie,13,,
16507422,Local365+Guest Pass,1000,12/13/2017,16:52:52,2501,5th & Bowie,2707,Rainey St @ Cummings,15,,
16507446,Weekender,867,12/13/2017,16:57:07,3687,Boardwalk West,3619,6th & Congress,31,,
16507449,Local365,396,12/13/2017,16:58:07,3513,South Congress & Barton Springs at the Austin American-Statesman,2498,Convention Center / 4th St. @ MetroRail,5,,
16507461,Local365,36,12/13/2017,17:01:28,3619,6th & Congress,2566,Pfluger Bridge @ W 2nd Street,7,,
16507463,Local365,970,12/13/2017,17:01:45,2495,4th & Congress,2552,3rd & West,6,,
16507468,Walk Up,301,12/13/2017,17:02:40,3621,Nueces & 3rd,2501,5th & Bowie,5,,
16507489,Local30,85,12/13/2017,17:07:24,2495,4th & Congress,2570,South Congress & Academy,6,,
16507493,Local30,544,12/13/2017,17:07:58,2495,4th & Congress,2501,5th & Bowie,9,,
16507532,Local365,2288,12/13/2017,17:15:19,2496,8th & Congress,1007,Lavaca & 6th,4,,
16507541,Local30,968,12/13/2017,17:16:20,3291,11th & San Jacinto,3513,South Congress & Barton Springs at the Austin American-Statesman,10,,
16507545,Local30,166,12/13/2017,17:16:45,2499,City Hall / Lavaca & 2nd,2562,San Jacinto & 8th Street,8,,
16507573,Local365,554,12/13/2017,17:21:08,2552,3rd & West,2499,City Hall / Lavaca & 2nd,5,,
16507575,Local30,511,12/13/2017,17:21:26,2495,4th & Congress,3686,Sterzing at Barton Springs,10,,
16507597,Local365,14,12/13/2017,17:26:11,2502,Barton Springs & Riverside,2822,East 6th at Robert Martinez,20,,
16507614,Local365,23,12/13/2017,17:29:00,2494,2nd & Congress,2552,3rd & West,4,,
16507616,Local365,220,12/13/2017,17:29:53,2707,Rainey St @ Cummings,2499,City Hall / Lavaca & 2nd,9,,
16507630,Local365,852,12/13/2017,17:32:44,2502,Barton Springs & Riverside,2539,Convention Center / 3rd & Trinity,9,,
16507633,Walk Up,301,12/13/2017,17:33:44,2501,5th & Bowie,2539,Convention Center / 3rd & Trinity,9,,
16507637,Local365,540,12/13/2017,17:35:32,2541,State Capitol @ 14th & Colorado,2552,3rd & West,15,,
16507644,Local365,16,12/13/2017,17:36:11,2494,2nd & Congress,2570,South Congress & Academy,7,,
16507645,Local30,157,12/13/2017,17:36:45,2494,2nd & Congress,2503,South Congress & James,9,,
16507646,Local365,685,12/13/2017,17:36:47,2542,Plaza Saltillo,2544,East 6th & Pedernales St.,5,,
16507680,Walk Up,400,12/13/2017,17:43:54,2494,2nd & Congress,2498,Convention Center / 4th St. @ MetroRail,4,,
16507692,Local365+Guest Pass,503,12/13/2017,17:46:03,2495,4th & Congress,3686,Sterzing at Barton Springs,11,,
16507696,Local365+Guest Pass,693,12/13/2017,17:48:04,2496,8th & Congress,2501,5th & Bowie,11,,
16507707,Local365+Guest Pass,287,12/13/2017,17:49:52,3621,Nueces & 3rd,2575,Riverside @ S. Lamar,5,,
16507708,Local365,554,12/13/2017,17:49:57,2499,City Hall / Lavaca & 2nd,2569,East 11th St. & San Marcos,11,,
16507716,Local365,106,12/13/2017,17:51:03,2707,Rainey St @ Cummings,2499,City Hall / Lavaca & 2nd,6,,
16507717,Local365+Guest Pass,1000,12/13/2017,17:51:17,2707,Rainey St @ Cummings,2552,3rd & West,10,,
16507718,Local365,370,12/13/2017,17:51:21,2552,3rd & West,2499,City Hall / Lavaca & 2nd,3,,
16507748,Local365,575,12/13/2017,18:01:20,3621,Nueces & 3rd,3621,Nueces & 3rd,10,,
16507764,Local365,356,12/13/2017,18:05:23,2570,South Congress & Academy,2565,Trinity & 6th Street,11,,
16507768,Local365,220,12/13/2017,18:05:44,2499,City Hall / Lavaca & 2nd,2539,Convention Center / 3rd & Trinity,5,,
16507769,Local365,266,12/13/2017,18:05:46,3685,Henderson & 9th,3621,Nueces & 3rd,4,,
16507797,Walk Up,815,12/13/2017,18:13:05,2537,West & 6th St.,1007,Lavaca & 6th,5,,
16507801,Local30,420,12/13/2017,18:13:36,3390,Brazos & 6th,2566,Pfluger Bridge @ W 2nd Street,10,,
16507804,Walk Up,745,12/13/2017,18:13:47,2537,West & 6th St.,1007,Lavaca & 6th,5,,
16507806,Local365,115,12/13/2017,18:14:19,2542,Plaza Saltillo,2822,East 6th at Robert Martinez,5,,
16507822,Local365,1277,12/13/2017,18:18:22,2495,4th & Congress,2711,Barton Springs @ Kinney Ave,13,,
16507829,Walk Up,178,12/13/2017,18:20:04,2498,Convention Center / 4th St. @ MetroRail,2571,Red River & 8th Street,7,,
16507837,Local365,3405,12/13/2017,18:22:52,2497,Capitol Station / Congress & 11th,2504,South Congress & Elizabeth,12,,
16507845,Weekender,867,12/13/2017,18:24:29,3619,6th & Congress,2499,City Hall / Lavaca & 2nd,4,,
16507846,Local365,865,12/13/2017,18:24:52,2502,Barton Springs & Riverside,2574,Zilker Park,11,,
16507882,Local365,843,12/13/2017,18:35:46,2552,3rd & West,1007,Lavaca & 6th,5,,
16507889,Local30,2288,12/13/2017,18:36:41,1007,Lavaca & 6th,2549,Long Center @ South 1st & Riverside,326,,
16507892,Local365,3281,12/13/2017,18:38:29,2501,5th & Bowie,2711,Barton Springs @ Kinney Ave,6,,
16507929,Local365+Guest Pass,1000,12/13/2017,18:53:58,2552,3rd & West,2552,3rd & West,11,,
16507932,Local30,460,12/13/2017,18:54:54,2567,Palmer Auditorium,3684,Congress & Cesar Chavez,7,,
16507948,Local365,397,12/13/2017,18:58:57,2567,Palmer Auditorium,3390,Brazos & 6th,7,,
16507949,Local365,400,12/13/2017,18:59:02,2498,Convention Center / 4th St. @ MetroRail,2542,Plaza Saltillo,7,,
16507963,Walk Up,670,12/13/2017,19:02:41,3621,Nueces & 3rd,2501,5th & Bowie,3,,
16507997,Local365+Guest Pass,442,12/13/2017,19:11:47,2499,City Hall / Lavaca & 2nd,2707,Rainey St @ Cummings,8,,
16508006,Local365+Guest Pass,514,12/13/2017,19:16:01,3621,Nueces & 3rd,2542,Plaza Saltillo,12,,
16508007,Local365+Guest Pass,127,12/13/2017,19:16:40,2495,4th & Congress,2575,Riverside @ S. Lamar,8,,
16508014,Local30,397,12/13/2017,19:20:20,3390,Brazos & 6th,2548,UT West Mall @ Guadalupe,14,,
16508033,Local365+Guest Pass,180,12/13/2017,19:31:21,2496,8th & Congress,2541,State Capitol @ 14th & Colorado,5,,
16508047,Local365,95,12/13/2017,19:40:48,2499,City Hall / Lavaca & 2nd,2498,Convention Center / 4th St. @ MetroRail,6,,
16508048,Local365,555,12/13/2017,19:40:54,2501,5th & Bowie,2549,Long Center @ South 1st & Riverside,14,,
16508051,Local365,3113,12/13/2017,19:41:20,2499,City Hall / Lavaca & 2nd,2498,Convention Center / 4th St. @ MetroRail,5,,
16508061,Local365,266,12/13/2017,19:49:53,3621,Nueces & 3rd,3685,Henderson & 9th,4,,
16508074,Local365,400,12/13/2017,20:03:10,2542,Plaza Saltillo,2822,East 6th at Robert Martinez,115,,
16508080,Local365,384,12/13/2017,20:09:56,2494,2nd & Congress,2567,Palmer Auditorium,7,,
16508096,Local30,2887,12/13/2017,20:16:33,2548,UT West Mall @ Guadalupe,2562,San Jacinto & 8th Street,12,,
16508106,Walk Up,411,12/13/2017,20:21:55,2571,Red River & 8th Street,2498,Convention Center / 4th St. @ MetroRail,6,,
16508113,Local365,429,12/13/2017,20:26:51,2570,South Congress & Academy,2499,City Hall / Lavaca & 2nd,8,,
16508169,Local365,376,12/13/2017,20:55:00,2542,Plaza Saltillo,2574,Zilker Park,30,,
16508171,Local365,123,12/13/2017,20:55:21,2542,Plaza Saltillo,2574,Zilker Park,30,,
16508181,Local365,867,12/13/2017,21:00:07,2499,City Hall / Lavaca & 2nd,2707,Rainey St @ Cummings,6,,
16508204,Local365,275,12/13/2017,21:15:09,2495,4th & Congress,2501,5th & Bowie,6,,
16508222,Local365+Guest Pass,1851,12/13/2017,21:29:39,3685,Henderson & 9th,2575,Riverside @ S. Lamar,13,,
16508227,Local365,514,12/13/2017,21:34:54,2542,Plaza Saltillo,2542,Plaza Saltillo,1,,
16508229,Local365,514,12/13/2017,21:36:03,2542,Plaza Saltillo,2707,Rainey St @ Cummings,10,,
16508246,Local365+Guest Pass,1851,12/13/2017,21:42:54,2575,Riverside @ S. Lamar,2501,5th & Bowie,5,,
16508257,Local365,896,12/13/2017,21:55:53,2539,Convention Center / 3rd & Trinity,2552,3rd & West,8,,
16508258,Local365,19,12/13/2017,21:56:18,2539,Convention Center / 3rd & Trinity,2552,3rd & West,7,,
16508278,Walk Up,561,12/13/2017,22:10:23,2575,Riverside @ S. Lamar,2497,Capitol Station / Congress & 11th,29,,
16508279,Walk Up,425,12/13/2017,22:10:53,2575,Riverside @ S. Lamar,2497,Capitol Station / Congress & 11th,28,,
16508289,Local365+Guest Pass,864,12/13/2017,22:18:32,2707,Rainey St @ Cummings,2563,Davis at Rainey Street,3,,
16508303,Local365,1277,12/13/2017,22:26:37,2711,Barton Springs @ Kinney Ave,2542,Plaza Saltillo,25,,
16508304,Local365,522,12/13/2017,22:27:16,2711,Barton Springs @ Kinney Ave,2542,Plaza Saltillo,23,,
16508312,Walk Up,373,12/13/2017,22:40:31,2497,Capitol Station / Congress & 11th,2563,Davis at Rainey Street,16,,
16508313,Walk Up,561,12/13/2017,22:41:00,2497,Capitol Station / Congress & 11th,2563,Davis at Rainey Street,15,,
16508363,Walk Up,373,12/13/2017,23:50:35,2563,Davis at Rainey Street,2575,Riverside @ S. Lamar,13,,
16508364,Walk Up,561,12/13/2017,23:50:56,2563,Davis at Rainey Street,2575,Riverside @ S. Lamar,13,,
16508379,Local365,277,12/14/2017,3:36:20,3660,Medina & East 6th,3513,South Congress & Barton Springs at the Austin American-Statesman,9,,
16508388,Local30,3541,12/14/2017,5:24:38,2822,East 6th at Robert Martinez,2498,Convention Center / 4th St. @ MetroRail,7,,
16508395,Local365+Guest Pass,2459,12/14/2017,5:45:49,2501,5th & Bowie,2495,4th & Congress,5,,
16508443,Local365,132,12/14/2017,6:52:18,2498,Convention Center / 4th St. @ MetroRail,1007,Lavaca & 6th,7,,
16508446,Local30,1277,12/14/2017,6:59:05,2542,Plaza Saltillo,3390,Brazos & 6th,9,,
16508447,Local365,866,12/14/2017,6:59:13,2502,Barton Springs & Riverside,2567,Palmer Auditorium,2,,
16508457,Local365+Guest Pass,2459,12/14/2017,7:06:13,2495,4th & Congress,2501,5th & Bowie,3,,
16508462,Local365,1000,12/14/2017,7:12:13,2552,3rd & West,3390,Brazos & 6th,7,,
16508473,Local365,558,12/14/2017,7:18:01,2566,Pfluger Bridge @ W 2nd Street,3619,6th & Congress,7,,
16508480,Local365,102,12/14/2017,7:24:08,2561,State Capitol Visitors Garage @ San Jacinto & 12th,2571,Red River & 8th Street,3,,
16508487,Local365,384,12/14/2017,7:28:30,2567,Palmer Auditorium,3390,Brazos & 6th,8,,
16508494,Local365+Guest Pass,2459,12/14/2017,7:33:54,2501,5th & Bowie,2496,8th & Congress,9,,
16508513,Walk Up,396,12/14/2017,7:41:10,2498,Convention Center / 4th St. @ MetroRail,2494,2nd & Congress,3,,
16508525,Local365,197,12/14/2017,7:46:55,2549,Long Center @ South 1st & Riverside,2574,Zilker Park,11,,
16508537,Local365,263,12/14/2017,7:49:58,2501,5th & Bowie,3619,6th & Congress,6,,
16508539,Weekender,177,12/14/2017,7:51:03,2494,2nd & Congress,3687,Boardwalk West,6,,
16508544,Local365,232,12/14/2017,7:54:37,2552,3rd & West,2498,Convention Center / 4th St. @ MetroRail,8,,
16508557,Local365,23,12/14/2017,7:56:51,2552,3rd & West,2496,8th & Congress,9,,
16508573,Local365,16,12/14/2017,7:58:53,2570,South Congress & Academy,2494,2nd & Congress,11,,
16508575,Local365,340,12/14/2017,7:59:24,2542,Plaza Saltillo,2494,2nd & Congress,9,,
16508585,Local30,420,12/14/2017,8:01:44,2566,Pfluger Bridge @ W 2nd Street,2495,4th & Congress,5,,
16508591,Local30,388,12/14/2017,8:02:54,2570,South Congress & Academy,2502,Barton Springs & Riverside,5,,
16508597,Local365,522,12/14/2017,8:05:54,2542,Plaza Saltillo,2494,2nd & Congress,8,,
16508603,Local30,759,12/14/2017,8:07:44,2502,Barton Springs & Riverside,2499,City Hall / Lavaca & 2nd,4,,
16508611,Local365,157,12/14/2017,8:10:27,2503,South Congress & James,2495,4th & Congress,10,,
16508629,Local30,410,12/14/2017,8:18:30,2570,South Congress & Academy,2494,2nd & Congress,11,,
16508632,Local365,362,12/14/2017,8:20:24,2503,South Congress & James,3513,South Congress & Barton Springs at the Austin American-Statesman,5,,
16508633,Local30,327,12/14/2017,8:20:31,2570,South Congress & Academy,2494,2nd & Congress,5,,
16508635,Local30,2887,12/14/2017,8:20:38,2562,San Jacinto & 8th Street,2499,City Hall / Lavaca & 2nd,7,,
16508647,Local365,400,12/14/2017,8:22:16,2822,East 6th at Robert Martinez,3455,Republic Square @ 5th & Guadalupe,13,,
16508652,Local365,522,12/14/2017,8:23:08,2494,2nd & Congress,2542,Plaza Saltillo,6,,
16508655,Local365,282,12/14/2017,8:23:47,2822,East 6th at Robert Martinez,3619,6th & Congress,9,,
16508664,Local365,232,12/14/2017,8:27:30,2498,Convention Center / 4th St. @ MetroRail,2498,Convention Center / 4th St. @ MetroRail,0,,
16508666,Local365,142,12/14/2017,8:28:20,2498,Convention Center / 4th St. @ MetroRail,2499,City Hall / Lavaca & 2nd,6,,
16508673,Local365+Guest Pass,864,12/14/2017,8:31:00,2563,Davis at Rainey Street,2707,Rainey St @ Cummings,2,,
16508682,Local365,522,12/14/2017,8:34:55,2542,Plaza Saltillo,2494,2nd & Congress,7,,
16508685,Local365,384,12/14/2017,8:36:51,3390,Brazos & 6th,2567,Palmer Auditorium,9,,
16508687,Local365+Guest Pass,36,12/14/2017,8:37:17,2566,Pfluger Bridge @ W 2nd Street,3390,Brazos & 6th,10,,
16508693,Local365,572,12/14/2017,8:39:13,2707,Rainey St @ Cummings,3687,Boardwalk West,10,,
16508695,Local365,575,12/14/2017,8:39:23,3621,Nueces & 3rd,2499,City Hall / Lavaca & 2nd,3,,
16508698,Local365,509,12/14/2017,8:39:49,2563,Davis at Rainey Street,2497,Capitol Station / Congress & 11th,11,,
16508704,Local365,110,12/14/2017,8:41:15,2568,East 11th St. at Victory Grill,3293,East 2nd & Pedernales,10,,
16508707,Local365,254,12/14/2017,8:42:15,2552,3rd & West,2494,2nd & Congress,5,,
16508711,Local365+Guest Pass,871,12/14/2017,8:43:31,2504,South Congress & Elizabeth,2495,4th & Congress,10,,
16508714,Local365,540,12/14/2017,8:45:02,2552,3rd & West,2495,4th & Congress,4,,
16508718,Local365+Guest Pass,37,12/14/2017,8:45:36,3292,East 4th & Chicon,3621,Nueces & 3rd,14,,
16508721,Local365,14,12/14/2017,8:46:07,2822,East 6th at Robert Martinez,3513,South Congress & Barton Springs at the Austin American-Statesman,20,,
16508722,Local365,640,12/14/2017,8:46:48,2503,South Congress & James,2494,2nd & Congress,7,,
16508738,Local365,97,12/14/2017,8:55:01,2823,Capital Metro HQ - East 5th at Broadway,2822,East 6th at Robert Martinez,4,,
16508741,Local365,1851,12/14/2017,8:55:29,2501,5th & Bowie,2495,4th & Congress,5,,
16508743,Local365,866,12/14/2017,8:55:35,2567,Palmer Auditorium,2495,4th & Congress,7,,
16508749,Local30,472,12/14/2017,8:57:02,2503,South Congress & James,3619,6th & Congress,10,,
16508761,Local365,116,12/14/2017,8:59:33,3660,Medina & East 6th,2495,4th & Congress,7,,
16508762,Local365+Guest Pass,470,12/14/2017,8:59:39,2561,State Capitol Visitors Garage @ San Jacinto & 12th,2562,San Jacinto & 8th Street,3,,
16508771,Local365,3113,12/14/2017,9:00:50,2498,Convention Center / 4th St. @ MetroRail,3513,South Congress & Barton Springs at the Austin American-Statesman,5,,
16508772,Local365,210,12/14/2017,9:00:53,3291,11th & San Jacinto,2495,4th & Congress,6,,
16508774,Local365,2108,12/14/2017,9:01:04,2498,Convention Center / 4th St. @ MetroRail,2501,5th & Bowie,8,,
16508780,Local365,910,12/14/2017,9:03:02,3621,Nueces & 3rd,2575,Riverside @ S. Lamar,4,,
16508794,Local365,976,12/14/2017,9:07:35,3685,Henderson & 9th,3684,Congress & Cesar Chavez,8,,
16508811,Local365,400,12/14/2017,9:10:24,3455,Republic Square @ 5th & Guadalupe,2552,3rd & West,3,,
16508838,Local365+Guest Pass,411,12/14/2017,9:16:44,2498,Convention Center / 4th St. @ MetroRail,2494,2nd & Congress,3,,
16508867,Walk Up,558,12/14/2017,9:24:35,3619,6th & Congress,2537,West & 6th St.,4,,
16508874,Local365,745,12/14/2017,9:26:50,1007,Lavaca & 6th,2495,4th & Congress,3,,
16508878,Local30,367,12/14/2017,9:28:19,2548,UT West Mall @ Guadalupe,2497,Capitol Station / Congress & 11th,6,,
16508903,Local365,832,12/14/2017,9:33:33,2542,Plaza Saltillo,2822,East 6th at Robert Martinez,4,,
16508910,Local365,511,12/14/2017,9:36:09,3686,Sterzing at Barton Springs,2499,City Hall / Lavaca & 2nd,14,,
16508965,Weekender,385,12/14/2017,9:52:12,3513,South Congress & Barton Springs at the Austin American-Statesman,1007,Lavaca & 6th,13,,
16508966,Weekender,226,12/14/2017,9:52:17,3513,South Congress & Barton Springs at the Austin American-Statesman,3513,South Congress & Barton Springs at the Austin American-Statesman,0,,
16508974,Weekender,226,12/14/2017,9:54:14,3513,South Congress & Barton Springs at the Austin American-Statesman,1007,Lavaca & 6th,11,,
16508975,Local365+Guest Pass,97,12/14/2017,9:54:39,2822,East 6th at Robert Martinez,2544,East 6th & Pedernales St.,2,,
16508999,Local365,311,12/14/2017,10:00:58,2822,East 6th at Robert Martinez,2823,Capital Metro HQ - East 5th at Broadway,6,,
16509002,Local365,589,12/14/2017,10:01:32,2502,Barton Springs & Riverside,2499,City Hall / Lavaca & 2nd,3,,
16509010,Local365,115,12/14/2017,10:02:58,2822,East 6th at Robert Martinez,2575,Riverside @ S. Lamar,22,,
16509021,Local365+Guest Pass,247,12/14/2017,10:06:47,3455,Republic Square @ 5th & Guadalupe,2501,5th & Bowie,5,,
16509022,Local30,968,12/14/2017,10:07:00,3513,South Congress & Barton Springs at the Austin American-Statesman,2497,Capitol Station / Congress & 11th,8,,
16509043,Local365,263,12/14/2017,10:10:27,3619,6th & Congress,3660,Medina & East 6th,6,,
16509054,Local365,301,12/14/2017,10:14:55,2539,Convention Center / 3rd & Trinity,3292,East 4th & Chicon,8,,
16509060,Local365+Guest Pass,28,12/14/2017,10:16:40,2549,Long Center @ South 1st & Riverside,3619,6th & Congress,8,,
16509077,Local365,877,12/14/2017,10:22:43,2570,South Congress & Academy,3684,Congress & Cesar Chavez,8,,
16509081,Local30,288,12/14/2017,10:24:32,2563,Davis at Rainey Street,3684,Congress & Cesar Chavez,5,,
16509085,Local365,273,12/14/2017,10:25:07,3621,Nueces & 3rd,2498,Convention Center / 4th St. @ MetroRail,6,,
16509148,Local365+Guest Pass,896,12/14/2017,10:45:08,2552,3rd & West,3621,Nueces & 3rd,1,,
16509335,Annual,522,12/14/2017,10:46:06,2494,2nd & Congress,2567,Palmer Auditorium,6,,
16509155,Local365,263,12/14/2017,10:47:44,3660,Medina & East 6th,3619,6th & Congress,6,,
16509170,Local365+Guest Pass,37,12/14/2017,10:52:00,3621,Nueces & 3rd,2552,3rd & West,1,,
16509199,Local365,855,12/14/2017,11:02:05,3377,MoPac Pedestrian Bridge @ Veterans Drive,3621,Nueces & 3rd,9,,
16509242,Walk Up,4399,12/14/2017,11:16:50,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,34,,
16509244,Walk Up,561,12/14/2017,11:17:51,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,33,,
16509247,Walk Up,344,12/14/2017,11:18:46,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,32,,
16509248,Local365,122,12/14/2017,11:19:22,2502,Barton Springs & Riverside,2499,City Hall / Lavaca & 2nd,5,,
16509251,Walk Up,373,12/14/2017,11:19:44,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,31,,
16509255,Walk Up,107,12/14/2017,11:20:26,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,30,,
16509257,Walk Up,897,12/14/2017,11:21:12,2575,Riverside @ S. Lamar,2707,Rainey St @ Cummings,28,,
16509266,Local30,910,12/14/2017,11:24:42,2575,Riverside @ S. Lamar,2501,5th & Bowie,5,,
16509281,Local365,970,12/14/2017,11:29:44,2552,3rd & West,2499,City Hall / Lavaca & 2nd,4,,
16509305,Walk Up,127,12/14/2017,11:38:49,2563,Davis at Rainey Street,2496,8th & Congress,10,,
16509319,Local365,961,12/14/2017,11:41:54,3455,Republic Square @ 5th & Guadalupe,2552,3rd & West,4,,
16509326,Local365,896,12/14/2017,11:43:31,3621,Nueces & 3rd,2498,Convention Center / 4th St. @ MetroRail,5,,
16509330,Local365,84,12/14/2017,11:44:25,3687,Boardwalk West,3687,Boardwalk West,35,,
16509336,Local365,518,12/14/2017,11:46:34,2494,2nd & Congress,2567,Palmer Auditorium,6,,
16509507,Annual,464,12/14/2017,11:46:37,2567,Palmer Auditorium,2494,2nd & Congress,10,,
16509345,Local365,855,12/14/2017,11:49:17,3621,Nueces & 3rd,1007,Lavaca & 6th,3,,
16509349,Walk Up,849,12/14/2017,11:50:54,2707,Rainey St @ Cummings,2707,Rainey St @ Cummings,1,,
16509353,Walk Up,23,12/14/2017,11:51:13,2496,8th & Congress,3684,Congress & Cesar Chavez,11,,
16509357,Local365,340,12/14/2017,11:52:47,2494,2nd & Congress,2494,2nd & Congress,13,,
16509361,Walk Up,849,12/14/2017,11:53:08,2707,Rainey St @ Cummings,2707,Rainey St @ Cummings,4,,
16509371,Local365,400,12/14/2017,11:56:18,2552,3rd & West,3455,Republic Square @ 5th & Guadalupe,3,,
16509378,Walk Up,558,12/14/2017,11:57:43,2537,West & 6th St.,3619,6th & Congress,6,,
16509379,Walk Up,4399,12/14/2017,11:58:02,2707,Rainey St @ Cummings,2552,3rd & West,37,,
